1,BDM,Plot_id,TubeNo,NUMBERWORKERS,NUMBERQUEENS,NUMBERMALES,NUMBERLARVAE,NUMBERCOCOONS,IDENTIFIER,GENUSID,SPECIESID,DATEIDENTIFICATION,CONFIRMEDID,SPECIESIDFINAL,COMMENTSID,BARCODELABEL,PREPARATION,SPECIFICAUTHOROFRECORD,SPECIFYEVENT,PROJECT,DIGITIZEDBY,DIGITIZEDDATE,X24,identified,COMMENTSqc,TypeOfSample,TypeOfOpen,Categorie,mixedForest,X,Y,lat,lon,FixTimeGPS,bio1_tmean_8110,bio2_dr_8110,bio1_tmean_8110_8111,bio2_dr_8110_8111,bio5_tmaxw_8110,bio6_tminc_8110,bio7_tar_8110,bio8_twetq_8110,bio9_tdryq_8110,bio10_twarmq_8110,bio11_tcoldq_8110,bio12_p_8110,bio13_pwet_8110,bio14_pdry_8110,bio15_ps_8110,bio16_pwetq_8110,bio17_pdryq_8110,bio18_pwarmq_8110,bio19_pcoldq_8110,mnt25,slope25,topo,south,gt_ch_100,LU18_46cl,LC18_27cl,propArea,region,el_mean,el_median,el_stdev,el_min,el_max,el_range,MAT_mean,MAT_median,TAR_mean,TAR_median,Tmin_mean,Tmin_median,Tmax_mean,Tmax_median,BDM_id,Date,Sample_date,SoilTemp,SoilTempAnomaly,Grass,Forb,Shrub,Bare,Litter,Moss,Plot_id_orig,SoilTempSiteMean,geometry,nPlots,el_plot,slope_plot
889,497142,390100,9991080,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,497464.5774,142220.3564,46.42474,6.105505,NA,550,635,2853,59535,1781,-444,2225,265,1267,1300,-64,193179,19679,13832,1143,55362,43228,43389,50343,1437.5,13.93744,-51,92,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1275,57281298,400100,9991081,NA,NA,NA,NA,NA,TS,Formica,Form_lugubris/paralugubris,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,transect,pasture,Autre,0,573257.9532,130043.165,46.322502,7.092315,31.08.19 08:44,407,793,3393,57265,1676,-662,2338,1121,-69,1121,-188,179324,18059,12112,1263,52439,39117,52439,43200,2008.4,25.52808,225,90,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1209,509166,361001,9991082,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rugi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,marais,0,509874.7602,166086.032,46.641213,6.262284,NA,627,770,3116,62943,1968,-504,2472,306,1369,1413,-15,168531,17427,12061,1127,47701,37640,37924,45488,1064.3,3.197311,-53,64,5,421,63,0.038545556,Jura,1120.233918,1121,16.43440087,1062,1168,106,67.5,67.5,258,258,-50,-50,208,208,36,20190828,28.08.2019,15.6,-1.392,3,4,0.1,0,1,0.1,361001,16.992,"c(697119.923722217, 5883713.58456809)",25,1083,22.43970871
336,57781263,420101,9991083,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_lobu,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,pasture,Autre,0,577828.8495,126325.2382,46.289219,7.151849,NA,353,757,3282,57442,1607,-698,2305,1070,-126,1070,-244,203050,20628,13767,1362,60215,43901,60215,48470,1921.2,8.166162,136,8,19,242,32,0.342445231,Alps,1859.580834,1873,68.67552848,1671,2072,401,21.5,21.5,267.5,267.5,-102.5,-102.5,165,165,42,20190805,05.08.2019,16.5,0.55,3,3,3,0,0.1,1,420101,15.95,"c(796141.979879597, 5826815.04501871)",24,1931,8.411978722
NA,527174,240901,9991085,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rugi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,lisiere,100,527040.2295,174075.4304,46.715183,6.48522,NA,889,779,3045,66033,2313,-247,2560,1534,452,1710,219,104608,9726,7357,1007,27906,22310,27195,25518,631.9,9.193124,2,67,21,301,41,0.034688399,Low,624.2417369,628,17.69400073,579,661,82,96.5,96.5,262.5,262.5,-23.5,-23.5,239,239,24,20190903,03.09.2019,15.2,-1.412,3,2,3,0,3,0,240901,16.612,"c(721933.92503138, 5895701.10924924)",25,638,5.218505383
1154,581150,80101,9991086,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rubr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,pasture,Autre,0,580953.8048,149874.9647,46.501184,7.191436,25.08.19 11:40,585,1022,3729,63858,2063,-677,2740,1371,125,1371,-70,139072,14718,9346,1753,43720,28794,43720,31235,1193.8,14.35188,-63,79,17,241,21,0.540403412,Alps,1273.713728,1268,57.74913801,1173,1426,253,59,59,267.5,267.5,-65.5,-65.5,202.5,202.5,8,20190825,25.08.2019,21.2,4.66,4,3,0,1,0,0,80101,16.54,"c(800551.867812305, 5861034.15705655)",25,1197,11.90070152
748,563126,20108,9991087,NA,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,meadow,Autre,0,563879.2558,126471.9137,46.289934,6.970805,NA,1020,873,3253,66769,2484,-200,2684,1849,601,1849,337,106333,11558,6550,1937,34150,21640,34150,22507,389.6,0.384358,-8,71,19,122,11,0.597550112,Low,378.3511943,379,9.401487125,350,417,67,111.5,111.5,275,275,-16.5,-16.5,259.5,259.5,2,20190815,15.08.2019,20.7,1.40952381,3,4,0,1,0.1,1,20108,19.29047619,"c(775982.975335364, 5826935.11752787)",21,383,11.04498577
866,497142,390107,9991089,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,pasture,Autre,0,497459.3589,142705.1733,46.429101,6.105329,NA,554,637,2858,59619,1788,-442,2230,267,1272,1305,-61,193590,19705,13881,1129,55335,43406,43594,50472,1448.9,10.60145,-131,26,3,242,47,0.401147162,Jura,1504.497002,1466,77.06062936,1398,1709,311,46.78587707,46,257.2672338,257,-70.52210702,-71.5,186.9527678,186,39,20190816,16.08.2019,13.3,-0.22,4,2,0,3,0,1,390107,13.52,"c(679643.701650566, 5849380.61508025)",25,1451,15.21831036
NA,563190,160901,9991090,NA,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,lisiere,0,563798.516,189932.9688,46.860853,6.964769,NA,990,868,3182,69316,2533,-196,2729,1853,560,1853,277,95333,9604,5453,1764,27853,19397,27853,20105,440.5,0.167042,0,64,4,221,21,0.012087351,Low,437.3816489,437,4.872778648,426,450,24,106,106,265,265,-16,-16,249,249,16,20190904,04.09.2019,17.4,-0.547619048,4,2,2,0,3,0,160901,17.94761905,"c(775312.469497607, 5919384.93399567)",22,436,10.24863052
NA,569198,171501,9991091,NA,NA,NA,NA,NA,NA,Tetramorium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,other,ZoneConstruite,0,569407.2656,198008.8117,46.933787,7.037789,05.09.19 08:56,995,791,2991,68883,2484,-160,2644,1853,564,1853,289,101672,10543,5947,1677,29701,20891,29701,21945,524.6,8.433161,20,72,8,223,21,0.054439327,Low,537.8954635,536,23.62035888,483,597,114,100.603877,101,264,264,-21.39612298,-21,242.603877,243,17,20190905,05.09.2019,18.5,1.18,5,1,0,2,2,0,171501,17.32,"c(783444.963021018, 5931274.96586288)",25,525,4.562871933
1351,521150,320100,9991092,NA,NA,NA,NA,NA,NA,Tetramorium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,meadow,Autre,0,521835.8638,149965.6887,46.497704,6.421247,23.08.19 08:33,1020,761,2958,67203,2472,-101,2573,630,577,1860,339,107253,10468,7576,1060,29156,23243,26835,26451,507.5,7.709569,22,100,3,221,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1024,569118,10103,9991093,NA,NA,NA,NA,NA,NA,Tetramorium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,pasture,Autre,0,569815.0613,118089.8724,46.214817,7.048382,NA,572,790,3266,60949,1905,-512,2417,1332,114,1332,-52,168981,16953,12130,1224,49518,37281,49518,40254,1670,13.87623,320,71,19,242,21,0.418862102,Alps,1494.574289,1484.5,96.46883143,1291,1725,434,56,56,271,271,-70,-70,201,201,1,20190822,22.08.2019,14.3,1.225,3,2,2,3,0,0,10103,13.075,"c(784621.90927704, 5814839.35604795)",24,1671,18.82053185
468,545182,180118,9991094,NA,NA,NA,NA,NA,Lebas,Tapinoma,erraticum,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,meadow,Autre,0,545530.6506,182201.2389,46.790052,6.726105,26.07.19 09:00,984,835,3120,68327,2488,-187,2675,1768,556,1833,282,95056,9210,5575,1644,27170,18789,27043,20722,449.4,7.547771,-14,46,8,221,21,0.784772105,Low,460.9502262,459,21.18043833,428,518,90,106,106,264.75,265,-15.75,-15.5,248.25,248.5,18,20190726,26.07.2019,26.1,2.2,5,1,0,1,1,0,180118,23.9,"c(748756.331658264, 5907874.68844088)",25,444,5.236008167
848,497142,391200,9991095,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,PrairieSeche,0,497226.7382,142056.7695,46.423232,6.102447,NA,543,630,2843,59389,1768,-449,2217,260,1259,1291,-71,193477,19715,13840,1146,55447,43260,43438,50448,1484.8,30.70007,-163,23,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1300,545166,140113,9991098,NA,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,crop,Autre,0,545133.2997,166735.8244,46.65089,6.722752,NA,889,794,3088,66323,2327,-245,2572,1534,445,1716,218,120762,11895,7222,1407,33192,25009,32759,26991,777.7,6.834542,7,13,3,221,21,0.657718871,Low,783.0825274,779,24.24841134,733,833,100,86.5,86.5,265,265,-35.5,-35.5,229,229,14,20190830,30.08.2019,20.2,1.404347826,0,3,0,2,4,1,140113,18.79565217,"c(748372.252268846, 5885278.89798573)",25,780,9.048837662
951,545150,120701,9991099,NA,NA,NA,NA,NA,NA,Tapinoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,Graviere,0,545472.3912,150336.2741,46.503383,6.729124,13.08.19 11:00,971,728,2918,65986,2372,-123,2495,1612,522,1795,306,123532,12169,7406,1571,34210,25374,34173,27128,709,20.75694,40,19,3,103,17,0.001417897,Low,708.035668,716,48.39000013,573,792,219,92.7692223,97.5,268.0862365,268.5,-31.05726865,-27,236.8369127,241.5,12,20190813,13.08.2019,20.4,1.591666667,2,5,0,1,1,2,120701,18.80833333,"c(749080.412635955, 5861393.75037526)",24,722,24.84016037
1278,57281298,400900,9991100,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,lisiere,0,572752.1576,130415.9999,46.325836,7.085725,31.08.19 10:40,442,817,3427,58048,1737,-647,2384,1165,-32,1165,-161,179937,18128,12128,1261,52588,39257,52588,43386,1818,7.690419,19,38,19,242,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1276,57281298,400100,9991101,NA,NA,NA,NA,NA,TS,Formica,Form_lugubris/paralugubris,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,transect,pasture,Autre,0,573195.9038,129934.1362,46.321518,7.091516,31.08.19 08:48,403,790,3386,57174,1669,-664,2333,1115,-73,1115,-192,178653,17998,12099,1261,52248,38991,52248,42994,1963.4,21.42848,163,92,19,421,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1277,57281298,401200,9991102,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,PrairieSeche,0,572945.327,129772.0488,46.32005,7.088271,NA,385,775,3361,56720,1636,-670,2306,1092,-92,1092,-205,177689,17950,12088,1265,52048,38778,52048,42631,1951.2,35.68887,220,97,19,243,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1067,533190,210401,9991103,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rugi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,ForetConifere,0,532938.0219,190633.524,46.864757,6.559931,NA,528,798,3286,60336,1847,-581,2428,243,61,1281,-94,159516,15063,11395,786,43322,36299,38807,39967,1369.2,7.543132,-2,27,19,303,44,0.099806389,Jura,1405.22846,1409,23.71865169,1327,1457,130,49,49,256,256,-68,-68,188,188,21,20190826,26.08.2019,13.7,-2.670833333,2,3,2,2,1,2,210401,16.37083333,"c(730246.868444962, 5920021.93716977)",25,1375,7.983762741
307,545182,180501,9991104,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,ForetFeuillus,79,545113.1836,181968.759,46.787926,6.720664,NA,974,837,3129,68214,2477,-197,2674,1757,546,1822,274,94836,9198,5575,1650,27149,18727,27009,20677,492,3.924356,10,50,8,221,21,0.082054072,Low,460.9502262,459,21.18043833,428,518,90,106,106,264.75,265,-15.75,-15.5,248.25,248.5,18,20190726,26.07.2019,19,-4.9,1,1,5,2,3,1,180501,23.9,"c(748145.876770872, 5907529.62027235)",25,505,5.954287529
833,527158,271301,9991105,NA,NA,NA,NA,NA,NA,Tapinoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,transport,0,526950.0762,158351.2953,46.573719,6.486541,NA,1034,729,2881,66987,2459,-73,2532,1688,591,1871,355,97613,9678,6386,1360,26764,19976,25868,22692,520.2,6.054499,1,88,3,221,21,0.046091227,Low,488.1319764,484,16.51872677,465,537,72,105.5,105.5,266,266,-16.5,-16.5,248.5,248.5,27,20190731,31.07.2019,22.5,1.8625,1,4,2,3,2,0,271301,20.6375,"c(722069.239785083, 5872777.70086155)",25,516,5.590641022
886,497142,390100,9991106,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,497453.5397,142202.1026,46.424575,6.105365,NA,550,635,2853,59535,1781,-444,2225,265,1267,1300,-64,193111,19672,13827,1144,55352,43210,43368,50321,1437.5,13.93744,-51,92,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
NA,527174,240103,9991107,NA,NA,NA,NA,NA,Salata,Lasius,Lasi_flav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,crop,Autre,0,527677.7897,173937.7014,46.714013,6.493581,03.09.19 07:52,914,776,3029,66273,2343,-219,2562,532,478,1737,240,108428,10028,7769,941,29127,23437,27732,26879,603.2,5.143063,4,27,3,221,21,0.389135273,Low,624.2417369,628,17.69400073,579,661,82,96.5,96.5,262.5,262.5,-23.5,-23.5,239,239,24,20190903,03.09.2019,18.1,1.488,5,2,0,0,0,0,240103,16.612,"c(722860.689713771, 5895501.61876012)",25,609,8.028791428
852,497142,391200,9991109,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,PrairieSeche,0,497179.491,142115.8229,46.423756,6.101819,NA,541,630,2842,59354,1765,-450,2215,258,1257,1288,-72,193811,19746,13864,1141,55493,43352,43542,50553,1513.8,34.02627,-44,41,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
459,545182,180901,9991110,7,NA,NA,NA,NA,TS,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,other,lisiere,0,545054.1849,182418.2802,46.791965,6.719838,NA,980,836,3124,68265,2483,-192,2675,1763,551,1828,279,94583,9166,5564,1647,27062,18683,26922,20623,474.2,3.78166,7,7,3,301,41,0.027416762,Low,460.9502262,459,21.18043833,428,518,90,106,106,264.75,265,-15.75,-15.5,248.25,248.5,18,20190726,26.07.2019,18.1,-5.8,0,1,3,2,3,1,180901,23.9,"c(748049.363123736, 5908182.02357397)",25,484,4.293431759
959,551174,150114,9991111,NA,NA,NA,NA,NA,TS,Lasius,Lasi_nige,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,crop,Autre,0,551469.1402,174483.4678,46.721081,6.804706,23.07.19 09:56,854,844,3219,66363,2321,-299,2620,1500,413,1680,180,111270,10944,6441,1568,31519,22755,31117,24226,760,9.088196,36,61,3,222,46,0.654901638,Low,754.1431385,757,23.1352584,692,805,113,88.89286945,90,264.4204414,265,-33.13112985,-32,231.7712708,232.5,15,20190723,23.07.2019,29.7,6.892307692,5,0,0,0,0,0,150114,22.80769231,"c(757497.331772361, 5896664.97933151)",25,768,11.2109499
NA,527158,270100,9991112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transect,meadow,Autre,0,527502.9309,158696.8432,46.576888,6.493699,31.07.19 08:10,1050,721,2851,67094,2471,-57,2528,1705,607,1888,369,97509,9672,6399,1353,26651,19953,25782,22794,491.6,10.15264,-13,39,8,201,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
219,527182,230503,9991113,10,NA,NA,1,2,TS,Formica,fusca/lemani,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,ForetFeuillus,68,527856.8524,182355.2873,46.789756,6.494596,NA,587,747,3133,60667,1886,-498,2384,288,1306,1346,-36,159117,16188,11219,1031,44866,35887,36278,41618,1075.7,21.18431,-43,63,3,301,41,0.140990327,Jura,1216.433914,1221,78.54291609,1058,1455,397,60.1180355,58.5,257.558369,257.5,-57.64437606,-59,200.102422,198.5,23,20190722,22.07.2019,16.1,-0.215384615,3,1,2,2,2,1,230503,16.31538462,"c(722972.319075339, 5907819.02445937)",25,1090,22.76694298
830,527158,271301,9991114,NA,NA,NA,NA,NA,NA,Tetramorium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,transport,0,526941.3663,158359.088,46.573789,6.486426,31.07.19 10:39,1033,730,2881,66976,2459,-74,2533,1687,591,1870,354,97598,9677,6385,1360,26760,19973,25864,22687,519.7,4.77524,1,95,3,122,11,0.046091227,Low,488.1319764,484,16.51872677,465,537,72,105.5,105.5,266,266,-16.5,-16.5,248.5,248.5,27,20190731,31.07.2019,22.5,1.8625,1,4,2,3,2,0,271301,20.6375,"c(722069.239785083, 5872777.70086155)",25,516,5.590641022
762,563126,20401,9991115,NA,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,ForetConifere,15,562941.028,126159.2103,46.287069,6.958654,NA,1016,874,3259,66685,2479,-204,2683,1843,596,1843,334,103797,11381,6331,1998,33566,20942,33566,21864,388.5,0.858414,-3,7,6,221,21,0.037932808,Low,378.3511943,379,9.401487125,350,417,67,111.5,111.5,275,275,-16.5,-16.5,259.5,259.5,2,20190815,15.08.2019,17.5,-1.79047619,1,1,3,3,3,1,20401,19.29047619,"c(774635.704222536, 5826472.19845259)",21,388,2.192265749
892,497142,390100,9991116,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,497434.3667,142147.7491,46.424083,6.105128,NA,550,635,2854,59533,1781,-444,2225,265,1268,1300,-64,193028,19665,13820,1145,55343,43184,43340,50296,1424.3,0.978957,-128,99,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
NA,527174,240501,9991117,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rugi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,ForetFeuillus,87,527258.8085,174045.7185,46.714939,6.488084,NA,894,779,3045,66041,2318,-240,2558,1539,457,1714,223,104292,9698,7333,1009,27828,22237,27128,25437,636.6,5.233665,17,10,3,301,41,0.215626705,Low,624.2417369,628,17.69400073,579,661,82,96.5,96.5,262.5,262.5,-23.5,-23.5,239,239,24,20190903,03.09.2019,14.9,-1.712,0,0.1,2,3,4,2,240501,16.612,"c(722252.774830256, 5895668.00859332)",25,642,12.04642105
539,533166,260116,9991118,NA,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,crop,Autre,0,NA,NA,46.649403,6.572957,NA,998,752,2945,67048,2434,-121,2555,1654,558,1834,317,99990,9709,6024,1535,28078,19967,27848,22209,596.9,5.769408,18,64,3,221,21,0.734313457,Low,591.3564935,592,7.464343164,564,612,48,98.99091134,99,264.9248902,265,-22.91899648,-23,241.427999,241.5,26,20190811,11.08.2019,20.3,0.008333333,3,4,0,1,2,0,260116,20.29166667,"c(731698.869481753, 5885027.80102104)",24,594,4.797961235
286,551174,150104,9991119,10,NA,NA,NA,NA,Salata,Lasius,Lasi_flav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,meadow,Autre,0,551561.9226,174402.8662,46.720362,6.805928,NA,856,845,3222,66388,2326,-297,2623,1503,416,1683,182,111289,10947,6442,1568,31528,22762,31126,24226,750.6,3.237947,31,82,3,223,21,0.654901638,Low,754.1431385,757,23.1352584,692,805,113,88.89286945,90,264.4204414,265,-33.13112985,-32,231.7712708,232.5,15,20190723,23.07.2019,23.6,0.792307692,5,0,0,0,1,1,150104,22.80769231,"c(757632.38106722, 5896548.61233526)",25,751,7.285643578
1206,509166,360103,9991120,NA,NA,NA,NA,NA,Salata,Lasius,Lasi_flav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,pasture,Autre,0,509321.1661,166793.2382,46.647499,6.254914,NA,615,763,3113,62522,1948,-503,2451,300,1354,1396,-24,173470,18251,12304,1238,49590,38170,38420,47461,1108,0.942288,-39,81,19,242,21,0.637976023,Jura,1120.233918,1121,16.43440087,1062,1168,106,67.5,67.5,258,258,-50,-50,208,208,36,20190828,28.08.2019,16.9,-0.092,4,2,0,2,0,2,360103,16.992,"c(696295.433674852, 5884724.85228361)",25,1114,0.860232592
NA,527174,240402,9991121,NA,NA,NA,NA,NA,TS,Lasius,Lasi_brun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,NA,ForetConifere,100,527403.2007,174584.6105,46.719803,6.489887,03.09.19 09:04,896,778,3041,66090,2321,-239,2560,517,459,1717,224,109290,10171,7872,921,29422,23729,27799,27247,628.9,5.286723,15,26,3,301,41,0.099886811,Low,624.2417369,628,17.69400073,579,661,82,96.5,96.5,262.5,262.5,-23.5,-23.5,239,239,24,20190903,03.09.2019,16,-0.612,0,0,0,5,2,0,240402,16.612,"c(722441.950255594, 5896464.86979981)",25,644,7.310452461
397,557150,101201,9991122,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rubr,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,pasture,PrairieSeche,83,557613.4587,150289.6268,46.503843,6.887312,NA,948,785,3080,65753,2363,-187,2550,1587,504,1767,284,150266,14773,9608,1311,42594,32438,42430,33275,685.7,27.49177,-82,69,14,223,21,0.060307329,Low,751.5364281,754,80.81869007,588,902,314,89,89,268.5,268.5,-35,-35,233.5,233.5,10,20190806,06.08.2019,20.4,0.112,4,2,1,1,0,1,101201,20.288,"c(766693.658815411, 5861460.57708834)",25,696,26.65122223
122,57201203,411201,9991123,10,NA,NA,NA,NA,TS,Formica,Form_lema,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,soil,pasture,PrairieSeche,0,572231.5525,120682.1716,46.238243,7.079545,NA,499,790,3311,59278,1804,-581,2385,1239,31,1239,-114,172202,17687,12210,1326,51246,37959,51246,39978,1779.5,29.36625,17,40,7,242,21,0.098647521,Alps,1880.315345,1855,182.8106172,1557,2250,693,23.5,23.5,268,268,-100.5,-100.5,167.5,167.5,41,20190717,17.07.2019,15.3,3.039130435,3,3,0,1,0,0,411201,12.26086957,"c(788090.742186989, 5818612.22409329)",23,1780,43.20385361
NA,569198,171501,9991124,NA,NA,NA,NA,NA,NA,Tetramorium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,ZoneConstruite,0,NA,NA,46.933821,7.03779,NA,995,791,2991,68883,2484,-160,2644,1853,564,1853,289,101672,10543,5947,1677,29701,20891,29701,21945,524.6,8.433161,20,72,8,223,21,0.054439327,Low,537.8954635,536,23.62035888,483,597,114,100.603877,101,264,264,-21.39612298,-21,242.603877,243,17,20190905,05.09.2019,18.5,1.18,5,1,0,2,2,0,171501,17.32,"c(783444.963021018, 5931274.96586288)",25,525,4.562871933
824,527158,270501,9991125,8,NA,NA,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetFeuillus,0,527670.852,158828.2304,46.578088,6.495869,NA,1045,723,2858,67073,2468,-62,2530,1701,603,1883,365,97411,9650,6387,1354,26629,19924,25769,22768,503.7,7.661626,-3,100,3,223,21,0.060817172,Low,488.1319764,484,16.51872677,465,537,72,105.5,105.5,266,266,-16.5,-16.5,248.5,248.5,27,20190731,31.07.2019,17.6,-3.0375,0,0.1,3,1,5,0.1,270501,20.6375,"c(723113.226615814, 5873477.34772624)",25,497,11.17168045
